Jan 01	-36.8	78.04
Jan 06	-36.74	77.14
Jan 11	-36.51	76.15
Jan 16	-36.1	75.09
Jan 21	-35.51	73.97
Jan 26	-34.74	72.82
Jan 31	-33.8	71.68
Feb 05	-32.7	70.54
Feb 10	-31.45	69.44
Feb 15	-30.07	68.37
Feb 20	-28.56	67.35
Feb 25	-26.95	66.38
Mar 01	-25.25	65.47
Mar 06	-23.48	64.60
Mar 11	-21.66	63.78
Mar 16	-19.8	63.00
Mar 21	-17.92	62.26
Mar 26	-16.04	61.54
Mar 31	-14.18	60.85
Apr 05	-12.35	60.17
Apr 10	-10.57	59.51
Apr 15	-8.86	58.86
Apr 20	-7.21	58.21
Apr 25	-5.64	57.57
Apr 30	-4.08	56.93
May 05	-2.4	56.29
May 10	-0.92	55.67
May 15	0.06	55.06
May 20	0.86	54.47
May 25	1.56	53.90
May 30	2.13	53.37
Jun 04	2.57	52.89
Jun 09	2.87	52.47
Jun 14	3.02	52.10
Jun 19	3.02	51.81
Jun 24	2.88	51.61
Jun 29	2.61	51.50
July 04	2.21	51.49
July 09	1.7	51.59
July 14	1.09	51.80
July 19	0.4	52.13
July 24	-0.36	52.57
July 29	-1.36	53.14
Aug 03	-2.73	53.82
Aug 08	-4.13	54.61
Aug 13	-5.41	55.51
Aug 18	-6.69	56.51
Aug 23	-7.98	57.60
Aug 28	-9.31	58.78
Sep 02	-10.66	60.04
Sep 07	-12.03	61.37
Sep 12	-13.42	62.75
Sep 17	-14.83	64.17
Sep 22	-16.25	65.62
Sep 27	-17.66	67.08
Oct 02	-19.07	68.55
Oct 07	-20.48	70.00
Oct 12	-21.87	71.41
Oct 17	-23.25	72.78
Oct 22	-24.61	74.08
Oct 27	-25.94	75.30
Nov 01	-27.23	76.42
Nov 06	-28.49	77.43
Nov 11	-29.69	78.31
Nov 16	-30.85	79.05
Nov 21	-31.93	79.63
Nov 26	-32.94	80.05
Dec 01	-33.86	80.29
Dec 06	-34.67	80.35
Dec 11	-35.38	80.23
Dec 16	-35.95	79.94
Dec 21	-36.39	79.47
Dec 26	-36.67	78.84
Dec 31	-36.79	78.08
