Jan 01	12.48	178.44
Jan 06	12.96	177.89
Jan 11	13.63	177.37
Jan 16	14.47	176.90
Jan 21	15.48	176.48
Jan 26	16.64	176.12
Jan 31	17.95	175.82
Feb 05	19.39	175.60
Feb 10	20.95	175.46
Feb 15	22.62	175.40
Feb 20	24.37	175.40
Feb 25	26.2	175.48
Mar 01	28.09	175.63
Mar 06	30.02	175.85
Mar 11	31.98	176.12
Mar 16	33.97	176.44
Mar 21	35.95	176.81
Mar 26	37.93	177.20
Mar 31	39.88	177.62
Apr 05	41.8	178.04
Apr 10	43.67	178.46
Apr 15	45.48	178.87
Apr 20	47.23	179.24
Apr 25	48.89	179.56
Apr 30	50.46	179.82
May 05	51.92	180.01
May 10	53.27	180.12
May 15	54.49	180.14
May 20	55.58	180.06
May 25	56.53	179.87
May 30	57.33	179.60
Jun 04	57.97	179.25
Jun 09	58.44	178.83
Jun 14	58.74	178.37
Jun 19	58.87	177.89
Jun 24	58.82	177.40
Jun 29	58.61	176.96
July 04	58.22	176.58
July 09	57.67	176.27
July 14	56.97	176.06
July 19	56.11	175.95
July 24	55.1	175.95
July 29	53.97	176.06
Aug 03	52.71	176.27
Aug 08	51.34	176.58
Aug 13	49.86	176.97
Aug 18	48.28	177.42
Aug 23	46.63	177.93
Aug 28	44.89	178.47
Sep 02	43.1	179.04
Sep 07	41.25	179.62
Sep 12	39.35	180.20
Sep 17	37.43	180.75
Sep 22	35.48	181.27
Sep 27	33.53	181.76
Oct 02	31.59	182.20
Oct 07	29.66	182.58
Oct 12	27.76	182.90
Oct 17	25.91	183.14
Oct 22	24.12	183.30
Oct 27	22.4	183.39
Nov 01	20.77	183.40
Nov 06	19.24	183.32
Nov 11	17.82	183.16
Nov 16	16.54	182.92
Nov 21	15.39	182.61
Nov 26	14.41	182.23
Dec 01	13.58	181.79
Dec 06	12.93	181.30
Dec 11	12.46	180.77
Dec 16	12.17	180.20
Dec 21	12.08	179.62
Dec 26	12.18	179.04
Dec 31	12.46	178.47
