Jan 01	-9.59	243.38
Jan 06	-8.88	243.23
Jan 11	-8.04	243.21
Jan 16	-7.08	243.34
Jan 21	-6.01	243.61
Jan 26	-4.81	244.02
Jan 31	-3.4	244.56
Feb 05	-1.7	245.25
Feb 10	-0.29	246.06
Feb 15	0.91	246.99
Feb 20	2.2	248.03
Feb 25	3.56	249.17
Mar 01	4.97	250.39
Mar 06	6.39	251.69
Mar 11	7.82	253.05
Mar 16	9.25	254.45
Mar 21	10.67	255.88
Mar 26	12.07	257.33
Mar 31	13.46	258.78
Apr 05	14.81	260.22
Apr 10	16.13	261.62
Apr 15	17.41	262.98
Apr 20	18.66	264.29
Apr 25	19.86	265.52
Apr 30	21	266.66
May 05	22.1	267.71
May 10	23.12	268.65
May 15	24.08	269.46
May 20	24.97	270.15
May 25	25.77	270.71
May 30	26.48	271.13
Jun 04	27.09	271.41
Jun 09	27.59	271.55
Jun 14	27.97	271.56
Jun 19	28.22	271.43
Jun 24	28.35	271.18
Jun 29	28.33	270.81
July 04	28.16	270.35
July 09	27.85	269.80
July 14	27.39	269.18
July 19	26.77	268.49
July 24	26.01	267.76
July 29	25.09	267.00
Aug 03	24.04	266.22
Aug 08	22.85	265.43
Aug 13	21.54	264.64
Aug 18	20.12	263.85
Aug 23	18.59	263.07
Aug 28	16.98	262.29
Sep 02	15.29	261.53
Sep 07	13.54	260.78
Sep 12	11.75	260.03
Sep 17	9.92	259.28
Sep 22	8.1	258.53
Sep 27	6.28	257.78
Oct 02	4.49	257.01
Oct 07	2.77	256.23
Oct 12	1.17	255.43
Oct 17	-0.29	254.61
Oct 22	-2.01	253.76
Oct 27	-3.92	252.90
Nov 01	-5.42	252.02
Nov 06	-6.69	251.12
Nov 11	-7.79	250.22
Nov 16	-8.73	249.31
Nov 21	-9.52	248.42
Nov 26	-10.13	247.55
Dec 01	-10.57	246.73
Dec 06	-10.84	245.95
Dec 11	-10.93	245.25
Dec 16	-10.85	244.62
Dec 21	-10.59	244.10
Dec 26	-10.18	243.69
Dec 31	-9.62	243.40
