Jan 01	-19.56	102.60
Jan 06	-19.5	101.84
Jan 11	-19.27	100.99
Jan 16	-18.86	100.08
Jan 21	-18.29	99.11
Jan 26	-17.54	98.11
Jan 31	-16.63	97.09
Feb 05	-15.57	96.06
Feb 10	-14.36	95.04
Feb 15	-13.02	94.03
Feb 20	-11.57	93.05
Feb 25	-10.01	92.08
Mar 01	-8.37	91.14
Mar 06	-6.65	90.23
Mar 11	-4.82	89.34
Mar 16	-2.67	88.48
Mar 21	-0.52	87.63
Mar 26	1.07	86.79
Mar 31	2.72	85.97
Apr 05	4.42	85.15
Apr 10	6.1	84.34
Apr 15	7.73	83.53
Apr 20	9.28	82.72
Apr 25	10.75	81.92
Apr 30	12.11	81.11
May 05	13.36	80.32
May 10	14.49	79.54
May 15	15.48	78.79
May 20	16.32	78.06
May 25	17.02	77.37
May 30	17.57	76.74
Jun 04	17.97	76.18
Jun 09	18.22	75.69
Jun 14	18.33	75.29
Jun 19	18.29	74.99
Jun 24	18.11	74.80
Jun 29	17.81	74.73
July 04	17.39	74.79
July 09	16.85	74.98
July 14	16.21	75.29
July 19	15.48	75.74
July 24	14.66	76.32
July 29	13.76	77.02
Aug 03	12.8	77.85
Aug 08	11.78	78.80
Aug 13	10.7	79.85
Aug 18	9.58	81.00
Aug 23	8.42	82.23
Aug 28	7.23	83.54
Sep 02	6.01	84.91
Sep 07	4.78	86.33
Sep 12	3.54	87.79
Sep 17	2.3	89.27
Sep 22	1.09	90.76
Sep 27	-0.07	92.24
Oct 02	-1.38	93.70
Oct 07	-3.14	95.12
Oct 12	-4.71	96.49
Oct 17	-6.11	97.80
Oct 22	-7.45	99.03
Oct 27	-8.76	100.16
Nov 01	-10.04	101.19
Nov 06	-11.29	102.10
Nov 11	-12.49	102.88
Nov 16	-13.64	103.53
Nov 21	-14.73	104.03
Nov 26	-15.74	104.38
Dec 01	-16.65	104.57
Dec 06	-17.47	104.61
Dec 11	-18.16	104.50
Dec 16	-18.73	104.23
Dec 21	-19.16	103.83
Dec 26	-19.44	103.29
Dec 31	-19.56	102.64
