Jan 01	-17.67	254.88
Jan 06	-16.95	254.76
Jan 11	-16.11	254.80
Jan 16	-15.16	254.98
Jan 21	-14.11	255.32
Jan 26	-12.99	255.80
Jan 31	-11.79	256.42
Feb 05	-10.54	257.19
Feb 10	-9.24	258.08
Feb 15	-7.9	259.08
Feb 20	-6.52	260.19
Feb 25	-5.09	261.39
Mar 01	-3.5	262.67
Mar 06	-1.66	264.01
Mar 11	-0.2	265.40
Mar 16	1.01	266.83
Mar 21	2.29	268.27
Mar 26	3.6	269.72
Mar 31	4.92	271.16
Apr 05	6.23	272.57
Apr 10	7.52	273.95
Apr 15	8.79	275.27
Apr 20	10.03	276.53
Apr 25	11.22	277.70
Apr 30	12.37	278.79
May 05	13.47	279.78
May 10	14.5	280.66
May 15	15.47	281.42
May 20	16.36	282.06
May 25	17.17	282.56
May 30	17.89	282.94
Jun 04	18.5	283.19
Jun 09	19	283.31
Jun 14	19.38	283.31
Jun 19	19.63	283.18
Jun 24	19.75	282.94
Jun 29	19.72	282.60
July 04	19.55	282.17
July 09	19.22	281.66
July 14	18.75	281.08
July 19	18.13	280.45
July 24	17.35	279.77
July 29	16.44	279.06
Aug 03	15.38	278.33
Aug 08	14.19	277.59
Aug 13	12.88	276.84
Aug 18	11.46	276.09
Aug 23	9.94	275.33
Aug 28	8.34	274.58
Sep 02	6.67	273.84
Sep 07	4.95	273.09
Sep 12	3.22	272.34
Sep 17	1.52	271.59
Sep 22	-0.09	270.82
Sep 27	-2.04	270.04
Oct 02	-4.33	269.25
Oct 07	-6.19	268.43
Oct 12	-7.92	267.59
Oct 17	-9.56	266.71
Oct 22	-11.12	265.81
Oct 27	-12.58	264.89
Nov 01	-13.92	263.95
Nov 06	-15.13	262.98
Nov 11	-16.19	262.01
Nov 16	-17.1	261.04
Nov 21	-17.85	260.08
Nov 26	-18.42	259.16
Dec 01	-18.83	258.28
Dec 06	-19.05	257.47
Dec 11	-19.11	256.73
Dec 16	-18.99	256.09
Dec 21	-18.71	255.56
Dec 26	-18.28	255.16
Dec 31	-17.7	254.89
