Jan 01	11.19	164.41
Jan 06	11.58	163.79
Jan 11	12.16	163.18
Jan 16	12.92	162.58
Jan 21	13.85	162.01
Jan 26	14.95	161.47
Jan 31	16.2	160.97
Feb 05	17.59	160.53
Feb 10	19.1	160.13
Feb 15	20.74	159.78
Feb 20	22.47	159.49
Feb 25	24.28	159.24
Mar 01	26.16	159.04
Mar 06	28.1	158.89
Mar 11	30.08	158.77
Mar 16	32.07	158.68
Mar 21	34.08	158.61
Mar 26	36.08	158.55
Mar 31	38.06	158.49
Apr 05	40.01	158.42
Apr 10	41.9	158.33
Apr 15	43.74	158.21
Apr 20	45.5	158.04
Apr 25	47.16	157.82
Apr 30	48.73	157.55
May 05	50.18	157.21
May 10	51.51	156.80
May 15	52.7	156.33
May 20	53.75	155.80
May 25	54.64	155.22
May 30	55.37	154.60
Jun 04	55.94	153.98
Jun 09	56.33	153.38
Jun 14	56.56	152.81
Jun 19	56.62	152.30
Jun 24	56.51	151.89
Jun 29	56.24	151.59
July 04	55.82	151.43
July 09	55.24	151.41
July 14	54.53	151.53
July 19	53.69	151.80
July 24	52.72	152.21
July 29	51.63	152.76
Aug 03	50.44	153.43
Aug 08	49.15	154.21
Aug 13	47.76	155.07
Aug 18	46.29	156.00
Aug 23	44.75	156.98
Aug 28	43.13	157.99
Sep 02	41.45	159.03
Sep 07	39.72	160.06
Sep 12	37.95	161.08
Sep 17	36.14	162.07
Sep 22	34.31	163.02
Sep 27	32.46	163.91
Oct 02	30.61	164.74
Oct 07	28.77	165.50
Oct 12	26.95	166.17
Oct 17	25.16	166.76
Oct 22	23.42	167.25
Oct 27	21.73	167.64
Nov 01	20.12	167.93
Nov 06	18.6	168.11
Nov 11	17.18	168.19
Nov 16	15.87	168.17
Nov 21	14.7	168.05
Nov 26	13.66	167.83
Dec 01	12.78	167.53
Dec 06	12.06	167.15
Dec 11	11.52	166.70
Dec 16	11.15	166.19
Dec 21	10.97	165.64
Dec 26	10.98	165.05
Dec 31	11.17	164.44
