Jan 01	2.97	137.94
Jan 06	3.18	137.25
Jan 11	3.57	136.52
Jan 16	4.13	135.76
Jan 21	4.87	134.98
Jan 26	5.77	134.19
Jan 31	6.84	133.40
Feb 05	8.06	132.62
Feb 10	9.42	131.86
Feb 15	10.9	131.12
Feb 20	12.5	130.40
Feb 25	14.19	129.69
Mar 01	15.95	129.01
Mar 06	17.78	128.35
Mar 11	19.66	127.70
Mar 16	21.57	127.05
Mar 21	23.48	126.41
Mar 26	25.39	125.76
Mar 31	27.28	125.10
Apr 05	29.14	124.42
Apr 10	30.93	123.73
Apr 15	32.66	123.00
Apr 20	34.31	122.25
Apr 25	35.86	121.46
Apr 30	37.3	120.65
May 05	38.61	119.81
May 10	39.79	118.96
May 15	40.84	118.11
May 20	41.73	117.26
May 25	42.47	116.44
May 30	43.05	115.67
Jun 04	43.47	114.96
Jun 09	43.74	114.34
Jun 14	43.86	113.83
Jun 19	43.83	113.44
Jun 24	43.66	113.18
Jun 29	43.35	113.08
July 04	42.92	113.13
July 09	42.38	113.35
July 14	41.72	113.73
July 19	40.97	114.27
July 24	40.12	114.96
July 29	39.18	115.79
Aug 03	38.17	116.75
Aug 08	37.08	117.83
Aug 13	35.92	119.01
Aug 18	34.7	120.27
Aug 23	33.42	121.61
Aug 28	32.09	123.00
Sep 02	30.7	124.42
Sep 07	29.28	125.87
Sep 12	27.81	127.31
Sep 17	26.3	128.74
Sep 22	24.77	130.14
Sep 27	23.21	131.50
Oct 02	21.64	132.81
Oct 07	20.06	134.04
Oct 12	18.48	135.19
Oct 17	16.91	136.25
Oct 22	15.36	137.20
Oct 27	13.85	138.05
Nov 01	12.38	138.77
Nov 06	10.97	139.38
Nov 11	9.63	139.85
Nov 16	8.38	140.20
Nov 21	7.22	140.41
Nov 26	6.18	140.50
Dec 01	5.27	140.46
Dec 06	4.49	140.30
Dec 11	3.86	140.02
Dec 16	3.39	139.64
Dec 21	3.08	139.16
Dec 26	2.94	138.60
Dec 31	2.97	137.98
