Jan 01	-1.62	231.62
Jan 06	-0.84	231.41
Jan 11	-0.07	231.32
Jan 16	0.76	231.37
Jan 21	1.73	231.54
Jan 26	2.83	231.86
Jan 31	4.04	232.30
Feb 05	5.35	232.88
Feb 10	6.72	233.59
Feb 15	8.16	234.42
Feb 20	9.63	235.37
Feb 25	11.14	236.41
Mar 01	12.66	237.56
Mar 06	14.2	238.78
Mar 11	15.72	240.08
Mar 16	17.24	241.43
Mar 21	18.75	242.83
Mar 26	20.23	244.25
Mar 31	21.69	245.69
Apr 05	23.11	247.12
Apr 10	24.49	248.54
Apr 15	25.82	249.92
Apr 20	27.11	251.26
Apr 25	28.35	252.52
Apr 30	29.54	253.71
May 05	30.65	254.80
May 10	31.71	255.78
May 15	32.68	256.65
May 20	33.58	257.38
May 25	34.4	257.97
May 30	35.11	258.41
Jun 04	35.72	258.71
Jun 09	36.23	258.86
Jun 14	36.61	258.86
Jun 19	36.86	258.71
Jun 24	36.98	258.43
Jun 29	36.96	258.03
July 04	36.79	257.53
July 09	36.47	256.93
July 14	35.99	256.26
July 19	35.36	255.52
July 24	34.58	254.75
July 29	33.65	253.95
Aug 03	32.58	253.14
Aug 08	31.37	252.34
Aug 13	30.04	251.53
Aug 18	28.59	250.75
Aug 23	27.03	249.98
Aug 28	25.39	249.23
Sep 02	23.67	248.50
Sep 07	21.89	247.79
Sep 12	20.06	247.10
Sep 17	18.2	246.41
Sep 22	16.32	245.72
Sep 27	14.45	245.04
Oct 02	12.59	244.35
Oct 07	10.77	243.65
Oct 12	9	242.93
Oct 17	7.31	242.19
Oct 22	5.7	241.44
Oct 27	4.21	240.66
Nov 01	2.84	239.86
Nov 06	1.63	239.05
Nov 11	0.6	238.23
Nov 16	-0.26	237.40
Nov 21	-1.08	236.57
Nov 26	-1.9	235.77
Dec 01	-2.57	234.99
Dec 06	-3	234.25
Dec 11	-3.19	233.56
Dec 16	-3.14	232.94
Dec 21	-2.87	232.41
Dec 26	-2.37	231.97
Dec 31	-1.66	231.63
