Jan 01	-44.99	63.31
Jan 06	-44.88	62.31
Jan 11	-44.6	61.21
Jan 16	-44.12	60.06
Jan 21	-43.47	58.87
Jan 26	-42.63	57.68
Jan 31	-41.62	56.50
Feb 05	-40.45	55.37
Feb 10	-39.12	54.30
Feb 15	-37.66	53.30
Feb 20	-36.08	52.36
Feb 25	-34.4	51.49
Mar 01	-32.63	50.69
Mar 06	-30.8	49.95
Mar 11	-28.91	49.28
Mar 16	-26.99	48.65
Mar 21	-25.05	48.07
Mar 26	-23.11	47.51
Mar 31	-21.2	46.98
Apr 05	-19.31	46.46
Apr 10	-17.47	45.96
Apr 15	-15.7	45.47
Apr 20	-14.01	44.97
Apr 25	-12.4	44.47
Apr 30	-10.91	43.96
May 05	-9.52	43.45
May 10	-8.26	42.95
May 15	-7.13	42.44
May 20	-6.14	41.94
May 25	-5.28	41.46
May 30	-4.55	40.99
Jun 04	-3.98	40.56
Jun 09	-3.55	40.17
Jun 14	-3.31	39.82
Jun 19	-3.26	39.54
Jun 24	-3.42	39.32
Jun 29	-3.75	39.18
July 04	-4.25	39.12
July 09	-4.85	39.16
July 14	-5.58	39.30
July 19	-6.41	39.54
July 24	-7.35	39.89
July 29	-8.38	40.35
Aug 03	-9.49	40.92
Aug 08	-10.69	41.60
Aug 13	-11.96	42.39
Aug 18	-13.3	43.27
Aug 23	-14.68	44.26
Aug 28	-16.12	45.33
Sep 02	-17.58	46.49
Sep 07	-19.07	47.72
Sep 12	-20.58	49.01
Sep 17	-22.11	50.35
Sep 22	-23.64	51.73
Sep 27	-25.16	53.13
Oct 02	-26.68	54.55
Oct 07	-28.19	55.95
Oct 12	-29.68	57.34
Oct 17	-31.15	58.69
Oct 22	-32.58	59.97
Oct 27	-33.98	61.19
Nov 01	-35.34	62.31
Nov 06	-36.65	63.32
Nov 11	-37.9	64.19
Nov 16	-39.09	64.92
Nov 21	-40.2	65.48
Nov 26	-41.23	65.87
Dec 01	-42.16	66.08
Dec 06	-42.97	66.09
Dec 11	-43.67	65.90
Dec 16	-44.23	65.52
Dec 21	-44.65	64.96
Dec 26	-44.9	64.23
Dec 31	-44.99	63.36
